rr_mean,rr_std,rmssd,pnn50,hr_mean,hr_std,min_hr,max_hr,signal_power,signal_entropy,irregularity_mean,irregularity_std,rr_coefficient,record_name,label
0.8225,0.023715455709435142,0.822841827351713,1.0,60.8402553948301,1.2088510364194842,59.358218153006426,62.939114875734596,0.026342626780620288,93.71852892475876,0.8225,0.023715455709435142,0.028833380801744853,0,N
0.8078282828282828,0.02661237586401538,0.808266511174637,1.0,61.96082974687118,1.3828445847040203,59.96171201969096,64.36688105346111,0.02921975970875728,95.6853802370182,0.8078282828282828,0.02661237586401538,0.03294310985354827,1,N
0.8171717171717172,0.027646614112962035,0.8176392545721396,1.0,61.255365340564545,1.2730018543521195,58.929743189963155,62.951062778052396,0.027857611091881628,96.57094084056514,0.8171717171717172,0.027646614112962035,0.033832074130818804,2,N
0.8183333333333334,0.01945237933334628,0.8185644992950603,1.0,61.134977912570776,1.160438402664231,59.86886983012682,63.16766434465649,0.02953143071173413,97.04358757114372,0.8183333333333334,0.01945237933334628,0.02377072830958812,3,N
0.8070707070707069,0.023788361315314508,0.8074212112309652,1.0,62.005106364140836,1.2391856268411783,59.486375359179334,63.60476973562297,0.02588356851592646,99.86699410755156,0.8070707070707069,0.023788361315314508,0.029474940803706343,4,N
0.8042929292929292,0.021755310649939144,0.8045871050744453,1.0,62.211775051526864,1.184055299697105,60.48566633558242,64.06074298519232,0.03402747010749423,103.41910697538978,0.8042929292929292,0.021755310649939144,0.027048989065544433,5,N
0.8183333333333334,0.022709926039966313,0.8186483892277472,1.0,61.14720504493607,1.202925473374199,59.89068696692226,63.53064075119006,0.032453806326544564,119.78510697354011,0.8183333333333334,0.022709926039966313,0.02775143711604845,6,N
0.8103535353535353,0.023691660259260408,0.8106997884703151,1.0,61.75330368855132,1.3434029198990105,59.63755208117577,63.91667603311978,0.028212458427084003,95.98937847601441,0.8103535353535353,0.023691660259260408,0.0292362027505987,7,N
0.8095959595959598,0.022947863258255104,0.8099211209878542,1.0,61.809075031281424,1.1948763581052992,59.834242975540725,63.61054967946731,0.030386988435873875,88.32730916443808,0.8095959595959598,0.022947863258255104,0.028344834217932064,8,N
0.8172222222222221,0.02372684056006958,0.8175665865584222,1.0,61.234088966682656,1.2819236101409204,59.69847718456219,63.0904729983687,0.029146982690319102,93.61601342517292,0.8172222222222221,0.02372684056006958,0.029033523458956663,9,N
0.8007575757575758,0.030315653936280634,0.8013312261522909,1.0,62.53264352388738,1.4619937064711066,60.685765144623886,65.25946378344902,0.027448979480468892,95.4761752712233,0.8007575757575758,0.030315653936280634,0.03785871636318868,10,N
0.801010101010101,0.023548572175504708,0.8013561737278356,1.0,62.47478722863973,1.3206992147381806,60.42021711746996,65.06493506493506,0.027992608019758225,99.54238836881494,0.801010101010101,0.023548572175504708,0.02939859578026439,11,N
0.8022727272727272,0.024840065913854518,0.8026571857276457,1.0,62.382451489545495,1.4986699260094976,60.47093003614742,64.52779507511136,0.02690052713010059,96.71710258905003,0.8022727272727272,0.024840065913854518,0.030962121818968805,12,N
0.7931818181818181,0.017260613626904085,0.793369602062615,1.0,63.06697137958725,0.968879491672948,61.36762127410871,64.6708439699853,0.026506842926384642,100.23217497197201,0.7931818181818181,0.017260613626904085,0.021761232079764464,13,N
0.7863636363636363,0.02229956696137015,0.7866797564966992,1.0,63.634157232018396,1.1903488623917617,61.60957669286796,65.3876898481215,0.02667967878833917,106.44211031000384,0.7863636363636363,0.02229956696137015,0.028357830817927362,14,N
0.8105555555555555,0.023596400646216868,0.8108989448540626,1.0,61.73928804746727,1.46846446718071,59.60264900662251,64.07671696577755,0.028262585384721556,100.44272972705187,0.8105555555555555,0.023596400646216868,0.029111392161199703,15,N
0.8058080808080809,0.026016229541797,0.8062279499590509,1.0,62.11441551455538,1.3317601800465269,59.474111345560786,64.09150743773978,0.025626377374444936,102.5134001382928,0.8058080808080809,0.026016229541797,0.03228588811830652,16,N
0.8209595959595961,0.02831212407711927,0.821447645664592,1.0,60.977278485466634,1.5185630396848175,59.21568627450981,63.76643136189584,0.02542340265204552,95.78521538610254,0.8209595959595961,0.02831212407711927,0.03448662299150793,17,N
0.8027777777777778,0.022291558497487693,0.8030872144879871,1.0,62.33298693701441,1.061191526800583,61.093695576454195,64.32586790280715,0.028934127887778025,96.72149656928043,0.8027777777777778,0.022291558497487693,0.02776803134635145,18,N
0.8209595959595959,0.020493478348761057,0.8212153437759028,1.0,60.94266047180318,1.3312821913760597,59.47151006491377,63.08531548727538,0.027807824413687735,92.5731754872948,0.8209595959595959,0.020493478348761057,0.024962834285171882,19,N
0.8194444444444445,0.028079172977611314,0.8199253853162316,1.0,61.08987822082604,1.5321902212925145,59.02143612419495,63.75460491692354,0.025072761968322605,99.18006851046573,0.8194444444444445,0.028079172977611314,0.03426610939640702,20,N
0.8146464646464646,0.020790052992679588,0.8149117060543565,1.0,61.41623769752707,1.1339075500986806,59.73861996205679,63.45545843407104,0.029852994063830705,98.19744826998009,0.8146464646464646,0.020790052992679588,0.02552033783354345,21,N
